API VERSION: 1.2
API SOURCE: NASA/JPL Horizons API



*******************************************************************************
Ephemeris / API_USER Mon Dec 16 00:27:08 2024 Pasadena, USA      / Horizons
*******************************************************************************
Target body name: Earth (399)                     {source: DE441}
Center body name: Solar System Barycenter (0)     {source: DE441}
Center-site name: BODY CENTER
*******************************************************************************
Start time      : A.D. 2030-Jan-01 00:00:00.0000 TDB
Stop  time      : A.D. 2040-Jan-01 00:00:00.0000 TDB
Step-size       : 7200 minutes
*******************************************************************************
Center geodetic : 0.0, 0.0, 0.0                   {E-lon(deg),Lat(deg),Alt(km)}
Center cylindric: 0.0, 0.0, 0.0                   {E-lon(deg),Dxy(km),Dz(km)}
Center radii    : (undefined)
Output units    : KM-S
Calendar mode   : Mixed Julian/Gregorian
Output type     : GEOMETRIC cartesian states
Output format   : 2 (position and velocity)
Reference frame : Ecliptic of J2000.0
*******************************************************************************
            JDTDB,            Calendar Date (TDB),                      X,                      Y,                      Z,                     VX,                     VY,                     VZ,
**************************************************************************************************************************************************************************************************
$$SOE
2462707.500000000, A.D. 2030-Jul-25 00:00:00.0000,  7.982959548032065E+07, -1.291389741749766E+08,  1.609301007626206E+04,  2.486077933636719E+01,  1.554196183943535E+01, -7.393261221988467E-05,
2462712.500000000, A.D. 2030-Jul-30 00:00:00.0000,  9.027545163042930E+07, -1.219739033590545E+08,  1.600775440325588E+04,  2.346860570215630E+01,  1.761071671534830E+01, -5.170896156334592E-04,
2462717.500000000, A.D. 2030-Aug-04 00:00:00.0000,  1.000804467898556E+08, -1.139417075706619E+08,  1.551579895548522E+04,  2.189629968924196E+01,  1.955181285646008E+01, -1.818996971130638E-03,
2462722.500000000, A.D. 2030-Aug-09 00:00:00.0000,  1.091711884715072E+08, -1.051028446194501E+08,  1.450850436418504E+04,  2.016681413813174E+01,  2.134300613102189E+01, -2.623274937055164E-03,
2462727.500000000, A.D. 2030-Aug-14 00:00:00.0000,  1.174858352437599E+08, -9.552317226936817E+07,  1.348055288922787E+04,  1.830615198926680E+01,  2.298304276232580E+01, -1.924355202550743E-03,
2462732.500000000, A.D. 2030-Aug-19 00:00:00.0000,  1.249693728488718E+08, -8.526634000597057E+07,  1.289276072063670E+04,  1.631807399904774E+01,  2.447734667973817E+01, -8.868485146731331E-04,
2462737.500000000, A.D. 2030-Aug-24 00:00:00.0000,  1.315658964233335E+08, -7.439771427118190E+07,  1.257575846261904E+04,  1.420018631348730E+01,  2.581203436518173E+01, -7.726761165187668E-04,
2462742.500000000, A.D. 2030-Aug-29 00:00:00.0000,  1.372208229534087E+08, -6.299080292515891E+07,  1.206490454282612E+04,  1.196104428398774E+01,  2.696561944716277E+01, -1.738934391793734E-03,
2462747.500000000, A.D. 2030-Sep-03 00:00:00.0000,  1.418857273854516E+08, -5.112876879073042E+07,  1.104295514875650E+04,  9.621773988699546E+00,  2.791597054846100E+01, -2.879047843332927E-03,
2462752.500000000, A.D. 2030-Sep-08 00:00:00.0000,  1.455245324213570E+08, -3.890169371388353E+07,  9.775735237378627E+03,  7.215883875766615E+00,  2.865680049719023E+01, -2.719838700510735E-03,
2462757.500000000, A.D. 2030-Sep-13 00:00:00.0000,  1.481135661648998E+08, -2.639763714992165E+07,  8.845992866637185E+03,  4.762788430762848E+00,  2.920026534155698E+01, -1.550315123729717E-03,
2462762.500000000, A.D. 2030-Sep-18 00:00:00.0000,  1.496329461633613E+08, -1.370078955501932E+07,  8.354712062043138E+03,  2.264005974848489E+00,  2.954786463850859E+01, -8.979511292501741E-04,
2462767.500000000, A.D. 2030-Sep-23 00:00:00.0000,  1.500641253389620E+08, -8.983666685304220E+05,  7.905274182747700E+03, -2.729791033268456E-01,  2.968654567075415E+01, -1.365635096362894E-03,
2462772.500000000, A.D. 2030-Sep-28 00:00:00.0000,  1.493941018040304E+08,  1.191605682386969E+07,  7.062641107909381E+03, -2.830146878756589E+00,  2.960072164543505E+01, -2.561904789786240E-03,
