API VERSION: 1.2
API SOURCE: NASA/JPL Horizons API



*******************************************************************************
Ephemeris / API_USER Sun Dec 22 21:43:42 2024 Pasadena, USA      / Horizons
*******************************************************************************
Target body name: Mars Barycenter (4)             {source: DE441}
Center body name: Solar System Barycenter (0)     {source: DE441}
Center-site name: BODY CENTER
*******************************************************************************
Start time      : A.D. 2001-Dec-31 00:00:00.0000 TDB
Stop  time      : A.D. 2002-Oct-10 00:00:00.0000 TDB
Step-size       : 1440 minutes
*******************************************************************************
Center geodetic : 0.0, 0.0, 0.0                   {E-lon(deg),Lat(deg),Alt(km)}
Center cylindric: 0.0, 0.0, 0.0                   {E-lon(deg),Dxy(km),Dz(km)}
Center radii    : (undefined)
Output units    : KM-S
Calendar mode   : Mixed Julian/Gregorian
Output type     : GEOMETRIC cartesian states
Output format   : 2 (position and velocity)
Reference frame : Ecliptic of J2000.0
*******************************************************************************
            JDTDB,            Calendar Date (TDB),                      X,                      Y,                      Z,                     VX,                     VY,                     VZ,
**************************************************************************************************************************************************************************************************
$$SOE
2452274.500000000, A.D. 2001-Dec-31 00:00:00.0000,  1.920008977789607E+08,  9.095499206222349E+07, -2.789224368149649E+06, -9.494059430726432E+00,  2.393125273728468E+01,  7.345870773575438E-01,
2452275.500000000, A.D. 2002-Jan-01 00:00:00.0000,  1.911707837850864E+08,  9.301791883248232E+07, -2.725613710134409E+06, -9.721298517515063E+00,  2.382131301628594E+01,  7.378681429643184E-01,
2452276.500000000, A.D. 2002-Jan-02 00:00:00.0000,  1.903210998318083E+08,  9.507125156347351E+07, -2.661723123837117E+06, -9.947064122748564E+00,  2.370917233099521E+01,  7.410668899007984E-01,
2452277.500000000, A.D. 2002-Jan-03 00:00:00.0000,  1.894519741620981E+08,  9.711480108902901E+07, -2.597559723662656E+06, -1.017133469268474E+01,  2.359485379622406E+01,  7.441832726266355E-01,
2452278.500000000, A.D. 2002-Jan-04 00:00:00.0000,  1.885635368628995E+08,  9.914838024845408E+07, -2.533130627326503E+06, -1.039408909663136E+01,  2.347838071871009E+01,  7.472172600199656E-01,
2452279.500000000, A.D. 2002-Jan-05 00:00:00.0000,  1.876559198285525E+08,  1.011718039027360E+08, -2.468442954616174E+06, -1.061530662747731E+01,  2.335977658847361E+01,  7.501688352104079E-01,
2452280.500000000, A.D. 2002-Jan-06 00:00:00.0000,  1.867292567241798E+08,  1.031848889500081E+08, -2.403503826167300E+06, -1.083496700203056E+01,  2.323906507022647E+01,  7.530379954073911E-01,
2452281.500000000, A.D. 2002-Jan-07 00:00:00.0000,  1.857836829490527E+08,  1.051874543402741E+08, -2.338320362254694E+06, -1.105305036116869E+01,  2.311626999483875E+01,  7.558247517243775E-01,
2452282.500000000, A.D. 2002-Jan-08 00:00:00.0000,  1.848193355999511E+08,  1.071793210893978E+08, -2.272899681598730E+06, -1.126953726980759E+01,  2.299141535086909E+01,  7.585291289995144E-01,
2452283.500000000, A.D. 2002-Jan-09 00:00:00.0000,  1.838363534345350E+08,  1.091603122923638E+08, -2.207248900187448E+06, -1.148440871669303E+01,  2.286452527616389E+01,  7.611511656132386E-01,
2452284.500000000, A.D. 2002-Jan-10 00:00:00.0000,  1.828348768347399E+08,  1.111302531358160E+08, -2.141375130114421E+06, -1.169764611401942E+01,  2.273562404953046E+01,  7.636909133031562E-01,
2452285.500000000, A.D. 2002-Jan-11 00:00:00.0000,  1.818150477702143E+08,  1.130889709098794E+08, -2.075285478432797E+06, -1.190923129687966E+01,  2.260473608248881E+01,  7.661484369765788E-01,
2452286.500000000, A.D. 2002-Jan-12 00:00:00.0000,  1.807770097618106E+08,  1.150362950192732E+08, -2.008987046025656E+06, -1.211914652254944E+01,  2.247188591110649E+01,  7.685238145210143E-01,
2452287.500000000, A.D. 2002-Jan-13 00:00:00.0000,  1.797209078451452E+08,  1.169720569937225E+08, -1.942486926492691E+06, -1.232737446960954E+01,  2.233709818792062E+01,  7.708171366127701E-01,
2452288.500000000, A.D. 2002-Jan-14 00:00:00.0000,  1.786468885342416E+08,  1.188960904976748E+08, -1.875792205053680E+06, -1.253389823690871E+01,  2.220039767395094E+01,  7.730285065239517E-01,
2452289.500000000, A.D. 2002-Jan-15 00:00:00.0000,  1.775550997852693E+08,  1.208082313393319E+08, -1.808909957468487E+06, -1.273870134237037E+01,  2.206180923080736E+01,  7.751580399278870E-01,
2452290.500000000, A.D. 2002-Jan-16 00:00:00.0000,  1.764456909603937E+08,  1.227083174790033E+08, -1.741847248974167E+06, -1.294176772164579E+01,  2.192135781289516E+01,  7.772058647032249E-01,
2452291.500000000, A.D. 2002-Jan-17 00:00:00.0000,  1.753188127917470E+08,  1.245961890367903E+08, -1.674611133238882E+06, -1.314308172661647E+01,  2.177906845972086E+01,  7.791721207366766E-01,
2452292.500000000, A.D. 2002-Jan-18 00:00:00.0000,  1.741746173455364E+08,  1.264716882996104E+08, -1.607208651332930E+06, -1.334262812374885E+01,  2.163496628830124E+01,  7.810569597245207E-01,
2452293.500000000, A.D. 2002-Jan-19 00:00:00.0000,  1.730132579863006E+08,  1.283346597275699E+08, -1.539646830717124E+06, -1.354039209230424E+01,  2.148907648567791E+01,  7.828605449729240E-01,
2452294.500000000, A.D. 2002-Jan-20 00:00:00.0000,  1.718348893413261E+08,  1.301849499596947E+08, -1.471932684248269E+06, -1.373635922240724E+01,  2.134142430153925E+01,  7.845830511970950E-01,
