API VERSION: 1.2
API SOURCE: NASA/JPL Horizons API



*******************************************************************************
Ephemeris / API_USER Sun Dec 22 21:56:03 2024 Pasadena, USA      / Horizons
*******************************************************************************
Target body name: Mars Barycenter (4)             {source: DE441}
Center body name: Solar System Barycenter (0)     {source: DE441}
Center-site name: BODY CENTER
*******************************************************************************
Start time      : A.D. 2031-Dec-31 00:00:00.0000 TDB
Stop  time      : A.D. 2036-Dec-31 00:00:00.0000 TDB
Step-size       : 1440 minutes
*******************************************************************************
Center geodetic : 0.0, 0.0, 0.0                   {E-lon(deg),Lat(deg),Alt(km)}
Center cylindric: 0.0, 0.0, 0.0                   {E-lon(deg),Dxy(km),Dz(km)}
Center radii    : (undefined)
Output units    : KM-S
Calendar mode   : Mixed Julian/Gregorian
Output type     : GEOMETRIC cartesian states
Output format   : 2 (position and velocity)
Reference frame : Ecliptic of J2000.0
*******************************************************************************
            JDTDB,            Calendar Date (TDB),                      X,                      Y,                      Z,                     VX,                     VY,                     VZ,
**************************************************************************************************************************************************************************************************
$$SOE
2463231.500000000, A.D. 2031-Dec-31 00:00:00.0000,  2.076912050729456E+08,  1.591287304096273E+07, -4.755908068339300E+06, -9.092775739868416E-01,  2.622613436196369E+01,  5.719578214832808E-01,
2463232.500000000, A.D. 2032-Jan-01 00:00:00.0000,  2.076013200992945E+08,  1.817791275595512E+07, -4.706232194010076E+06, -1.171315975034609E+00,  2.620486980955869E+01,  5.779349206568423E-01,
2463233.500000000, A.D. 2032-Jan-02 00:00:00.0000,  2.074888154989310E+08,  2.044099335773747E+07, -4.656042954506200E+06, -1.432874298970116E+00,  2.618078630436251E+01,  5.838411712098086E-01,
2463234.500000000, A.D. 2032-Jan-03 00:00:00.0000,  2.073537342358820E+08,  2.270187175863769E+07, -4.605346497705098E+06, -1.693918206551003E+00,  2.615389480467384E+01,  5.896759612109381E-01,
2463235.500000000, A.D. 2032-Jan-04 00:00:00.0000,  2.071961222295104E+08,  2.496030583897559E+07, -4.554149023627188E+06, -1.954413627844973E+00,  2.612420675823060E+01,  5.954386955868696E-01,
2463236.500000000, A.D. 2032-Jan-05 00:00:00.0000,  2.070160283308915E+08,  2.721605448904147E+07, -4.502456782977123E+06, -2.214326770420358E+00,  2.609173409503339E+01,  6.011287961724268E-01,
2463237.500000000, A.D. 2032-Jan-06 00:00:00.0000,  2.068135042984906E+08,  2.946887765044815E+07, -4.450276075681053E+06, -2.473624127326417E+00,  2.605648922001593E+01,  6.067457017526046E-01,
2463238.500000000, A.D. 2032-Jan-07 00:00:00.0000,  2.065886047731602E+08,  3.171853635684321E+07, -4.397613249420618E+06, -2.732272484860432E+00,  2.601848500556926E+01,  6.122888680962610E-01,
2463239.500000000, A.D. 2032-Jan-08 00:00:00.0000,  2.063413872524761E+08,  3.396479277396926E+07, -4.344474698164368E+06, -2.990238930118964E+00,  2.597773478392656E+01,  6.177577679815691E-01,
2463240.500000000, A.D. 2032-Jan-09 00:00:00.0000,  2.060719120644293E+08,  3.620741023906063E+07, -4.290866860697372E+06, -3.247490858330823E+00,  2.593425233941514E+01,  6.231518912133822E-01,
