API VERSION: 1.2
API SOURCE: NASA/JPL Horizons API



*******************************************************************************
Ephemeris / API_USER Sun Dec 15 22:26:15 2024 Pasadena, USA      / Horizons
*******************************************************************************
Target body name: Mars Barycenter (4)             {source: DE441}
Center body name: Solar System Barycenter (0)     {source: DE441}
Center-site name: BODY CENTER
*******************************************************************************
Start time      : A.D. 2001-Jan-01 00:00:00.0000 TDB
Stop  time      : A.D. 2002-Oct-10 00:00:00.0000 TDB
Step-size       : 7200 minutes
*******************************************************************************
Center geodetic : 0.0, 0.0, 0.0                   {E-lon(deg),Lat(deg),Alt(km)}
Center cylindric: 0.0, 0.0, 0.0                   {E-lon(deg),Dxy(km),Dz(km)}
Center radii    : (undefined)
Output units    : KM-S
Calendar mode   : Mixed Julian/Gregorian
Output type     : GEOMETRIC cartesian states
Output format   : 2 (position and velocity)
Reference frame : Ecliptic of J2000.0
*******************************************************************************
            JDTDB,            Calendar Date (TDB),                      X,                      Y,                      Z,                     VX,                     VY,                     VZ,
**************************************************************************************************************************************************************************************************
$$SOE
2451910.500000000, A.D. 2001-Jan-01 00:00:00.0000, -2.471321579382795E+08, -9.341775049525356E+06,  5.900115480443798E+06,  1.768440198679083E+00, -2.215402300667120E+01, -5.073509174606521E-01,
2451915.500000000, A.D. 2001-Jan-06 00:00:00.0000, -2.461646964010843E+08, -1.890254791692260E+07,  5.676142415650209E+06,  2.710786398180314E+00, -2.210266565599430E+01, -5.294384691411675E-01,
2451920.500000000, A.D. 2001-Jan-11 00:00:00.0000, -2.447899180002638E+08, -2.843314182250116E+07,  5.442789465026914E+06,  3.653968283729823E+00, -2.201425074400547E+01, -5.507702966832424E-01,
2451925.500000000, A.D. 2001-Jan-16 00:00:00.0000, -2.430077208207902E+08, -3.791747783490289E+07,  5.200390936576847E+06,  4.596780869990749E+00, -2.188845631642752E+01, -5.713100430711364E-01,
2451930.500000000, A.D. 2001-Jan-21 00:00:00.0000, -2.408185307193021E+08, -4.733934122537684E+07,  4.949296953087887E+06,  5.537985374048707E+00, -2.172497599341289E+01, -5.910208468373019E-01,
2451935.500000000, A.D. 2001-Jan-26 00:00:00.0000, -2.382233164153085E+08, -5.668238867991474E+07,  4.689873671997890E+06,  6.476306951460838E+00, -2.152352125844094E+01, -6.098653342597187E-01,
2451940.500000000, A.D. 2001-Jan-31 00:00:00.0000, -2.352236055491967E+08, -6.593015656366654E+07,  4.422503507038258E+06,  7.410432487591664E+00, -2.128382404332200E+01, -6.278056190588499E-01,
2451945.500000000, A.D. 2001-Feb-05 00:00:00.0000, -2.318215016786610E+08, -7.506607036850783E+07,  4.147585348237794E+06,  8.339008465438798E+00, -2.100563962314169E+01, -6.448033104507616E-01,
2451950.500000000, A.D. 2001-Feb-10 00:00:00.0000, -2.280197021757030E+08, -8.407345548083068E+07,  3.865534776459239E+06,  9.260638932194292E+00, -2.068874983597357E+01, -6.608195305844768E-01,
2451955.500000000, A.D. 2001-Feb-15 00:00:00.0000, -2.238215169766316E+08, -9.293554941301975E+07,  3.576784268191267E+06,  1.017388358773425E+01, -2.033296664168742E+01, -6.758149423680777E-01,
